Prey,Bait,Score
NDH03G47231.1,NDH11G10830.1,1
NDH18G05470.1,NDH12G04300.1,1
NDH13G26920.1,NDH07G02550.1,1
NDH03G42990.1,NDH11G32720.1,1
NDH11G02470.1,NDH20G40360.2,1
NDH08G16190.1,NDH07G08340.2,1
NDH03G35420.1,NDH06G01000.4,1
NDH02G24550.1,NDH07G26020.1,1
NDH13G47660.2,NDH08G20140.1,1
NDH06G01000.3,NDH13G41210.1,1
NDH02G16130.2,NDH17G27570.1,1
NDH07G05020.1,NDH06G25840.2,1
NDH10G06910.1,NDH07G12180.1,1
NDH15G24730.1,NDH06G13390.2,1
NDH18G01440.1,NDH20G38110.1,1
NDH13G46930.1,NDH06G01050.1,1
Contig13G00070.1,NDH15G08030.2,1
NDH02G08850.1,NDH11G02360.2,1
NDH19G38090.1,NDH11G37730.1,1
NDH18G18250.1,NDH05G14670.4,1
NDH14G02800.1,NDH03G41190.1,1
NDH01G05740.1,NDH17G00460.3,1
NDH05G39780.1,NDH14G16260.2,1
NDH04G23840.1,NDH16G14030.4,1
NDH11G25700.1,NDH06G07080.1,1
NDH12G19910.1,NDH06G29920.1,1
NDH16G00520.1,NDH20G38110.1,1
NDH12G27000.1,NDH11G13640.1,1
NDH06G01000.4,NDH02G23770.1,1
NDH10G18750.1,NDH20G38110.1,1
NDH20G27230.3,NDH17G35350.1,1
NDH16G10640.1,NDH06G13280.1,1
NDH10G31050.1,NDH06G21290.1,1
NDH06G04110.1,NDH06G01020.1,1
NDH06G01020.1,NDH15G19140.1,1
NDH13G39390.2,NDH02G04770.1,1
NDH17G04590.3,NDH11G02360.2,1
NDH07G05020.1,NDH15G27470.1,1
NDH05G01700.3,NDH14G07420.2,1
NDH15G30540.1,NDH01G30090.3,1
NDH09G23680.2,NDH03G06460.1,1
NDH06G01000.4,NDH13G41210.1,1
NDH09G24470.1,NDH09G28670.1,1
NDH19G41930.1,NDH13G51880.1,1
NDH20G11090.1,NDH16G16490.1,1
NDH04G29380.1,NDH20G17080.1,1
NDH06G01000.4,NDH14G26790.1,1
NDH16G02280.1,NDH18G32290.1,1
NDH14G39750.2,NDH15G10900.1,1
NDH01G00980.1,NDH19G45130.1,1
NDH16G38520.1,NDH19G17470.1,1
NDH16G04510.1,NDH14G26090.1,1
NDH04G34750.1,NDH08G20110.1,1
NDH14G36891.1,NDH14G00200.1,1
NDH08G07650.1,NDH15G21491.1,1
NDH15G25710.1,Contig1G00320.1,1
NDH09G11670.1,NDH01G05980.1,1
NDH06G00590.1,NDH14G06170.2,1
NDH03G44210.1,NDH18G33220.1,1
NDH08G03950.1,NDH16G19020.1,1
NDH09G24270.1,NDH04G33861.1,1
NDH11G27790.1,NDH07G00310.3,1
NDH17G13830.1,NDH19G38680.1,1
NDH05G18560.7,NDH02G24430.1,1
NDH19G39530.1,NDH04G00670.3,1
Contig1G02170.1,NDH06G01000.3,1
NDH20G42440.3,NDH15G27470.1,1
NDH04G01470.1,NDH04G11530.2,1
NDH10G05010.1,NDH15G04020.1,1
NDH03G22730.3,NDH02G01530.1,1
NDH18G24100.1,NDH19G37400.1,1
NDH10G07310.1,NDH06G01020.1,1
NDH11G33600.1,NDH03G16110.1,1
NDH09G34430.1,NDH16G30590.1,1
NDH06G28540.1,NDH10G30330.1,1
NDH13G36890.1,NDH14G30020.1,1
NDH17G35820.1,NDH05G39990.1,1
NDH05G37360.1,NDH15G18810.1,1
NDH01G29810.2,NDH13G09730.1,1
NDH09G15770.1,NDH09G30660.1,1
NDH05G17130.1,NDH15G33600.1,1
NDH13G51580.1,NDH13G31930.1,1
NDH03G35420.1,NDH18G36030.1,1
NDH13G06660.1,NDH16G13210.7,1
NDH13G36410.1,NDH18G10880.1,1
NDH06G15080.1,NDH19G41740.1,1
NDH02G25460.1,NDH15G33600.1,1
NDH18G23290.1,NDH06G01530.3,1
NDH05G05740.1,NDH20G36800.4,1
NDH03G15670.1,NDH18G15560.1,1
NDH05G07790.1,NDH14G00180.6,1
NDH16G13990.1,NDH08G30820.1,1
NDH11G19550.1,NDH19G32100.2,1
NDH15G00650.1,NDH06G28840.1,1
NDH01G37100.1,NDH12G09120.1,1
NDH05G38960.1,NDH11G34800.1,1
NDH20G01471.1,NDH07G15900.1,1
NDH11G19550.1,NDH06G01000.4,1
NDH03G01020.1,NDH11G37760.1,1
NDH11G22240.1,NDH09G36010.1,1
NDH20G24260.1,NDH08G20140.1,1
NDH07G26180.1,NDH20G36530.1,1
NDH15G02490.3,NDH13G37530.1,1
NDH07G26460.1,NDH03G46300.1,1
NDH14G00300.1,NDH07G06640.1,1
NDH10G03010.1,NDH09G23440.1,1
NDH12G24410.1,NDH07G05100.1,1
NDH15G30540.1,NDH17G35740.2,1
NDH16G39760.1,NDH06G01000.3,1
NDH16G37750.2,NDH07G01030.1,1
NDH04G06750.1,NDH09G28670.1,1
NDH20G02600.4,NDH03G31260.5,1
NDH13G18380.1,NDH11G28910.1,1
Contig13G00150.1,NDH15G33440.1,1
NDH20G38110.1,NDH15G13160.1,1
NDH14G34150.1,NDH08G30820.1,1
NDH09G28360.15,NDH20G40570.1,1
NDH06G01000.4,NDH16G14030.4,1
NDH06G29860.1,NDH20G38110.1,1
NDH19G44710.2,NDH05G06390.1,1
NDH11G00540.1,NDH12G02120.1,1
NDH15G01020.1,NDH12G01380.1,1
NDH03G46300.1,NDH17G08860.1,1
NDH04G18270.1,NDH16G32860.1,1
NDH13G11820.1,NDH07G11370.1,1
NDH05G33460.1,NDH06G03830.1,1
NDH20G03570.1,NDH18G10860.1,1
NDH06G01000.4,NDH03G46300.1,1
NDH03G47231.1,NDH06G36540.1,1
NDH20G05010.1,NDH05G14670.2,1
NDH10G00830.1,NDH11G38920.1,1
NDH15G35750.1,NDH18G33220.1,1
NDH06G10180.1,NDH10G01270.1,1
NDH02G09960.1,NDH11G02470.1,1
NDH08G07270.1,NDH03G18870.1,1
NDH05G04370.1,NDH04G04290.2,1
NDH01G05740.1,NDH14G32100.1,1
NDH15G33190.1,NDH09G26840.1,1
NDH14G31050.1,NDH14G12430.1,1
NDH09G28360.2,NDH17G10420.1,1
NDH03G02960.1,NDH14G38770.1,1
NDH01G25160.3,NDH04G29470.1,1
NDH06G18370.1,NDH19G35560.1,1
NDH06G18370.1,NDH09G25210.1,1
NDH10G10270.1,NDH08G20140.1,1
NDH01G05810.1,NDH06G25370.1,1
NDH13G44810.1,NDH14G00720.1,1
NDH20G11081.1,NDH06G37860.1,1
NDH18G10750.1,NDH14G01520.1,1
NDH03G34230.1,NDH14G16570.1,1
NDH01G05740.1,NDH09G23440.1,1
NDH20G00320.2,NDH16G02750.1,1
NDH18G27160.1,NDH16G14030.4,1
NDH13G22880.2,NDH03G46300.1,1
NDH03G16110.1,NDH19G00670.1,1
NDH16G36430.1,NDH04G27800.1,1
NDH04G34980.1,NDH16G10450.1,1
NDH13G00440.3,NDH17G20860.3,1
NDH07G10000.1,NDH15G02110.1,1
NDH10G24110.1,NDH18G11080.1,1
NDH15G39190.1,NDH03G19600.1,1
NDH08G16540.1,NDH11G07120.1,1
NDH19G13090.1,NDH17G27120.1,1
NDH01G00900.3,NDH20G03260.1,1
NDH06G18370.1,NDH05G04510.1,1
NDH09G36960.1,NDH15G28080.1,1
NDH14G07420.2,NDH19G14860.4,1
NDH13G37940.1,NDH10G26570.1,1
NDH11G01900.1,NDH11G35870.1,1
NDH03G30140.1,NDH01G22990.1,1
NDH09G36480.1,NDH13G21070.3,1
NDH11G19550.1,NDH06G01000.3,1
NDH14G40100.1,NDH15G24700.1,1
NDH08G29740.2,NDH13G41210.1,1
NDH15G36630.1,NDH17G15720.4,1
NDH06G17020.1,NDH20G29270.1,1
NDH01G05740.1,NDH05G17570.1,1
NDH13G19950.1,NDH15G07160.1,1
NDH15G24730.1,NDH06G01000.4,1
NDH03G48230.1,NDH08G02410.1,1
NDH06G00540.2,NDH20G36370.1,1
NDH12G04080.2,NDH02G11311.1,1
NDH06G31770.1,NDH20G01660.1,1
NDH02G08150.1,NDH13G40550.1,1
NDH05G39940.1,NDH08G20140.1,1
NDH17G36830.1,NDH04G31200.1,1
NDH19G43000.1,NDH16G10450.1,1
NDH06G20242.1,NDH20G01660.1,1
NDH14G07320.1,NDH12G11420.1,1
NDH06G37500.2,NDH06G00990.4,1
NDH13G22600.1,NDH10G29460.1,1
NDH18G00670.1,NDH19G37400.1,1
NDH13G33710.1,NDH11G20840.1,1
NDH04G25480.1,NDH02G01340.1,1
NDH06G27550.1,NDH14G25880.1,1
NDH12G26600.1,NDH19G20270.2,1
NDH03G02130.1,NDH14G01320.1,1
NDH13G51770.2,NDH12G10930.1,1
NDH16G14030.4,NDH12G36090.1,1
NDH15G16660.1,NDH03G27760.1,1
NDH12G19170.1,NDH04G04610.1,1
NDH02G00310.1,NDH06G32510.1,1
NDH03G12640.1,NDH03G38380.1,1
NDH13G07960.1,NDH06G01020.1,1
NDH03G00950.1,NDH15G26650.1,1
NDH03G15670.1,NDH09G25310.1,1
NDH06G22470.1,NDH11G26950.2,1
NDH10G10370.1,NDH03G16390.1,1
NDH06G01000.3,NDH12G14550.2,1
NDH06G01000.3,NDH18G31180.1,1
NDH04G07570.2,NDH16G14350.1,1
NDH16G02750.1,NDH15G05500.1,1
NDH04G04320.1,NDH10G29150.1,1
NDH18G01400.1,NDH19G37390.1,1
NDH14G07110.1,NDH14G33240.1,1
NDH15G02280.1,NDH04G18880.1,1
NDH15G31130.1,NDH03G24950.1,1
NDH05G18180.1,NDH14G39030.1,1
NDH18G12920.1,NDH06G11570.1,1
NDH16G04980.1,NDH14G12430.1,1
NDH14G38210.2,NDH15G32430.1,1
NDH05G00110.1,NDH11G22240.1,1
NDH11G03400.1,NDH16G36420.1,1
NDH03G30750.2,NDH16G13210.7,1
NDH19G42420.1,NDH05G06870.1,1
NDH13G44160.1,NDH15G25620.1,1
NDH01G09721.1,NDH11G35120.3,1
NDH15G30540.1,NDH17G35740.1,1
NDH13G01520.1,NDH20G24850.2,1
NDH08G07270.2,NDH17G00330.1,1
NDH15G39190.1,NDH10G04610.1,1
NDH17G34900.1,NDH09G34430.1,1
NDH09G21220.1,NDH20G40570.1,1
NDH12G36780.2,NDH17G36830.1,1
NDH08G17720.2,NDH12G04300.1,1
NDH04G06230.1,NDH16G03260.1,1
NDH07G02370.2,NDH05G17010.1,1
NDH16G11761.1,NDH09G36480.1,1
NDH17G01650.1,NDH06G07040.1,1
NDH08G16540.1,NDH05G01120.1,1
Contig1G01530.1,NDH05G03350.1,1
NDH14G22980.1,NDH14G07420.2,1
NDH08G17130.1,NDH05G02030.1,1
NDH19G35080.1,NDH06G01020.1,1
NDH12G24261.1,NDH16G36420.1,1
NDH08G07270.1,NDH17G00330.1,1
NDH20G06520.2,NDH06G01020.1,1
NDH12G06620.1,NDH12G36090.2,1
NDH16G24750.1,NDH16G14030.4,1
NDH16G34980.1,NDH13G24400.1,1
NDH17G00330.1,NDH06G01000.4,1
NDH10G04720.2,NDH16G24760.2,1
NDH04G34980.1,NDH16G33800.1,1
NDH14G10530.1,NDH12G25870.1,1
NDH16G00160.1,NDH16G24190.2,1
NDH20G38120.1,NDH08G20110.1,1
NDH18G01190.1,NDH13G07950.1,1
NDH13G24020.1,NDH06G36890.1,1
NDH03G12860.1,NDH11G19840.1,1
NDH14G26640.1,NDH17G35820.1,1
NDH05G00110.1,NDH19G43840.1,1
NDH18G37220.1,NDH14G07420.2,1
NDH13G50030.1,NDH02G04770.4,1
NDH19G35080.1,NDH10G04610.1,1
NDH01G04740.1,NDH10G05010.1,1
NDH14G01520.1,NDH07G05510.1,1
NDH05G00110.1,NDH20G02780.1,1
NDH10G18750.1,NDH16G13210.7,1
NDH07G22150.1,NDH09G25210.1,1
NDH01G37090.2,NDH17G05460.1,1
NDH20G31430.1,NDH20G42940.1,1
NDH16G01800.1,NDH07G08340.2,1
NDH05G05230.4,NDH06G01020.1,1
NDH08G21020.1,NDH20G08000.1,1
NDH13G42860.1,NDH18G36530.1,1
NDH05G39940.1,NDH17G01280.1,1
NDH13G49990.1,NDH15G07600.1,1
NDH08G10980.1,NDH10G34490.1,1
NDH18G08490.1,NDH20G01050.1,1
NDH05G00110.1,NDH04G09460.1,1
NDH18G13640.1,NDH09G36480.1,1
NDH10G00160.1,NDH09G23440.1,1
NDH09G28270.1,NDH17G19090.1,1
NDH06G01000.4,NDH12G16190.1,1
NDH04G04290.1,NDH20G24120.1,1
NDH17G17300.1,NDH16G24690.1,1
NDH08G12181.1,NDH20G38480.1,1
NDH03G21030.1,NDH06G01000.4,1
NDH16G13990.1,NDH08G27430.1,1
NDH06G07080.1,NDH09G24090.2,1
NDH06G01000.4,NDH04G04610.1,1
NDH02G06480.1,NDH08G20140.1,1
NDH07G06670.1,NDH09G23440.1,1
NDH01G24630.1,NDH19G36770.1,1
NDH04G02280.1,NDH05G01310.2,1
NDH08G21570.1,NDH19G35081.1,1
NDH01G37090.2,NDH16G34950.1,1
NDH16G27531.1,NDH03G41400.1,1
NDH13G53080.1,NDH02G24430.1,1
NDH15G16980.1,NDH06G21290.1,1
NDH03G25920.1,NDH08G09130.1,1
NDH18G08490.1,NDH03G32880.1,1
NDH16G13210.7,NDH16G13210.7,1
NDH04G01000.1,NDH06G01530.3,1
NDH05G05250.2,NDH09G24710.1,1
NDH18G35290.1,NDH05G01370.1,1
NDH06G28840.1,NDH16G14050.3,1
NDH11G37160.1,NDH09G23440.1,1
NDH03G16730.1,NDH17G31280.1,1
NDH17G33220.1,NDH20G40570.1,1
NDH10G28610.3,NDH02G12550.1,1
NDH09G36480.1,NDH20G08000.1,1
NDH17G00960.2,NDH03G15880.1,1
NDH09G34430.1,NDH03G16110.1,1
NDH19G34850.1,NDH19G35080.1,1
NDH08G24260.1,NDH19G35080.1,1
NDH11G27810.1,NDH16G34660.1,1
NDH01G36140.4,NDH18G28911.1,1
NDH01G10020.1,NDH20G32000.1,1
NDH08G19110.1,NDH15G39620.1,1
NDH13G54671.1,NDH14G01370.3,1
NDH13G49540.1,NDH03G48200.1,1
NDH15G32140.1,NDH08G06990.1,1
NDH02G06920.1,NDH19G35080.1,1
NDH05G39540.1,NDH09G04190.1,1
NDH20G08240.1,NDH19G35080.1,1
NDH13G20090.1,NDH10G30320.1,1
NDH09G07830.1,NDH14G40050.1,1
NDH13G05080.1,NDH05G15780.1,1
NDH12G35010.1,NDH06G01530.3,1
NDH19G39330.1,NDH19G35081.1,1
NDH01G02900.1,NDH04G25400.1,1
NDH03G39640.1,NDH01G00980.1,1
NDH17G36830.1,NDH03G27580.1,1
NDH17G20860.3,NDH05G39540.1,1
NDH04G08690.1,NDH05G26720.1,1
NDH09G23440.1,NDH11G06100.1,1
NDH16G00280.1,NDH15G26790.1,1
NDH13G25490.1,NDH08G03331.1,1
NDH06G19250.1,NDH11G00540.1,1
NDH16G31570.1,NDH18G10860.1,1
NDH07G08340.2,NDH11G02360.2,1
NDH05G25770.1,NDH04G06230.1,1
NDH10G01540.1,NDH13G47550.1,1
NDH14G16580.1,NDH18G10880.1,1
NDH19G43260.1,NDH20G12430.1,1
NDH09G08500.1,NDH06G28840.1,1
NDH08G09340.1,NDH08G26910.2,1
NDH09G08500.5,NDH15G39620.1,1
NDH16G17890.1,NDH15G26740.2,1
NDH10G07591.1,NDH11G16430.1,1
NDH12G05020.1,NDH17G05630.1,1
NDH13G15760.1,NDH19G44950.1,1
NDH04G30810.1,NDH12G24261.1,1
NDH01G22990.1,NDH13G36350.1,1
NDH14G06170.4,NDH06G01000.3,1
NDH01G04700.2,NDH07G08340.2,1
NDH01G26400.1,NDH05G09100.1,1
NDH13G20420.1,NDH09G23440.1,1
NDH06G28840.1,NDH13G42340.3,1
NDH05G39540.3,NDH18G14340.1,1
NDH16G19020.1,NDH01G25890.2,1
NDH03G31170.3,NDH19G21260.3,1
NDH09G36480.1,NDH20G40570.1,1
NDH01G26820.1,NDH16G13210.7,1
NDH15G39620.1,NDH07G05140.1,1
NDH03G42580.1,NDH05G20300.1,1
NDH09G25990.1,NDH03G05400.1,1
NDH18G14980.1,NDH16G40000.1,1
NDH06G13820.1,NDH07G12180.1,1
NDH13G05421.1,NDH14G12430.1,1
NDH10G13810.1,NDH08G21710.1,1
NDH20G19360.2,NDH14G07820.1,1
NDH09G36480.1,NDH06G36360.1,1
NDH04G03780.1,NDH19G40570.1,1
NDH10G20780.1,NDH16G01800.1,1
NDH03G39980.1,NDH18G20610.1,1
NDH13G04560.1,NDH06G21290.1,1
NDH05G16940.1,NDH08G20680.1,1
NDH04G29380.1,NDH20G33290.3,1
NDH20G31490.2,NDH06G04140.1,1
NDH07G22150.1,NDH01G27800.1,1
NDH17G36830.1,NDH14G38770.1,1
NDH19G12660.1,NDH17G37920.1,1
NDH08G06020.1,NDH04G03680.1,1
NDH10G30320.1,NDH13G34260.1,1
NDH05G00210.1,NDH01G05440.1,1
NDH15G23970.1,NDH06G01000.3,1
NDH03G37180.1,NDH14G07420.2,1
NDH14G05090.1,NDH11G06360.1,1
NDH15G10390.1,NDH06G01020.1,1
NDH13G01380.1,NDH19G38060.2,1
NDH04G29380.1,NDH11G08880.1,1
NDH09G23440.1,NDH18G14510.1,1
NDH20G42940.1,NDH17G09090.1,1
NDH05G04820.1,NDH10G32450.3,1
NDH08G04840.1,NDH16G13210.7,1
NDH19G13730.1,NDH16G14030.4,1
NDH19G44950.1,NDH10G22950.1,1
NDH10G03010.1,NDH01G22990.1,1
NDH18G30540.1,NDH13G25770.1,1
NDH05G09830.1,NDH14G21900.1,1
NDH16G28700.2,NDH01G14570.1,1
NDH20G08000.1,NDH14G11380.1,1
NDH20G41400.1,NDH18G10880.1,1
NDH19G28080.6,NDH06G01020.1,1
NDH15G39620.1,NDH06G01000.4,1
NDH15G30711.1,NDH13G44400.1,1
NDH09G23440.1,NDH17G20860.3,1
NDH13G25490.1,NDH15G36630.1,1
NDH09G20230.1,NDH16G06030.2,1
NDH09G08500.5,NDH18G14980.1,1
NDH16G13670.1,NDH07G00630.1,1
NDH17G30240.1,NDH20G08000.1,1
NDH10G01540.1,NDH04G06230.1,1
NDH06G15480.1,NDH11G25770.1,1
NDH10G05010.1,NDH02G24440.1,1
NDH05G02600.4,NDH03G46300.1,1
NDH04G02420.1,NDH13G41210.1,1
NDH16G01210.1,NDH13G37640.1,1
NDH01G24990.1,NDH10G00690.1,1
NDH07G05550.1,NDH20G00320.4,1
NDH13G38690.1,NDH13G04660.1,1
NDH04G33861.1,NDH16G01310.1,1
NDH03G38360.1,NDH20G40360.2,1
NDH19G42020.1,NDH03G02130.1,1
NDH01G36560.1,NDH03G46300.1,1
NDH20G42940.1,NDH05G04620.1,1
Contig1G01450.1,NDH19G36150.1,1
NDH20G41190.1,NDH05G09470.1,1
NDH08G09340.1,NDH13G23660.1,1
NDH09G01980.1,NDH19G18430.1,1
NDH11G39010.1,NDH16G06030.2,1
NDH13G54671.1,NDH13G51680.1,1
NDH09G36020.1,NDH10G28810.1,1
NDH10G07250.1,NDH06G01000.3,1
NDH18G32160.1,NDH20G39460.1,1
NDH19G38890.1,NDH14G34850.1,1
NDH13G11010.1,NDH05G28501.1,1
NDH20G25800.2,NDH03G36740.1,1
NDH09G22900.1,NDH15G36630.1,1
NDH03G09190.1,NDH10G19120.10,1
NDH10G30330.1,NDH18G10860.1,1
NDH09G36020.1,NDH19G38290.4,1
NDH06G15710.1,NDH15G39620.1,1
NDH14G07420.2,NDH16G11370.1,1
NDH05G27480.1,NDH06G23240.1,1
NDH18G04180.1,NDH08G20140.1,1
NDH19G25950.1,NDH13G41320.1,1
NDH17G36830.1,NDH02G02140.1,1
NDH18G31580.1,NDH04G26480.2,1
NDH13G25490.1,NDH13G41210.1,1
NDH16G36420.1,NDH07G27961.1,1
NDH14G00350.1,NDH17G27570.1,1
NDH11G29900.1,NDH17G25900.1,1
NDH03G46700.1,NDH13G45910.2,1
NDH20G35380.1,NDH01G28800.1,1
NDH11G33650.1,NDH05G04510.1,1
NDH18G14980.1,NDH19G27330.1,1
NDH07G08340.2,NDH13G02850.1,1
NDH09G23440.1,NDH13G47740.1,1
NDH12G05380.1,NDH16G14050.5,1
NDH19G37400.1,NDH20G40570.1,1
NDH08G09200.1,NDH06G13390.2,1
NDH20G01050.1,NDH09G36650.1,1
NDH18G36991.1,NDH13G44160.1,1
NDH01G30540.1,NDH03G46300.1,1
NDH02G17920.1,NDH06G01000.4,1
NDH09G23440.1,NDH07G11370.1,1
NDH13G25490.1,NDH03G39640.1,1
NDH14G07420.2,NDH06G05420.1,1
NDH20G35120.1,NDH14G00290.1,1
NDH09G23340.2,NDH04G06230.1,1
NDH11G01500.2,NDH06G01000.4,1
NDH02G00670.1,NDH07G08340.2,1
NDH03G47390.1,NDH20G40570.1,1
NDH20G03480.1,NDH14G15150.1,1
NDH02G28090.1,NDH03G14960.1,1
NDH16G34250.1,NDH16G14060.1,1
NDH18G22900.1,NDH05G16020.1,1
NDH19G43260.1,NDH13G20880.1,1
NDH16G19190.3,NDH02G16130.2,1
NDH16G12650.3,NDH03G30140.1,1
NDH07G08340.2,NDH20G40610.2,1
NDH19G34850.1,NDH20G40570.1,1
NDH03G47790.1,NDH05G01040.3,1
NDH19G37400.1,NDH11G33010.1,1
NDH07G05100.1,NDH08G01300.1,1
NDH18G36991.1,NDH15G02080.1,1
NDH18G10880.1,NDH06G01000.4,1
NDH05G29660.1,NDH07G19400.1,1
NDH10G22970.1,NDH08G30820.1,1
NDH12G27760.1,NDH06G15880.1,1
NDH02G06920.1,NDH01G09250.2,1
NDH19G35080.1,NDH10G30320.1,1
NDH13G31930.1,NDH01G30090.3,1
NDH13G51621.1,NDH20G40570.1,1
NDH02G09440.1,NDH06G01000.3,1
NDH12G27820.1,NDH04G18570.2,1
NDH13G17880.1,NDH08G20110.1,1
NDH17G36830.1,NDH20G36520.1,1
NDH09G36020.1,NDH06G01000.3,1
NDH06G28840.1,NDH05G04720.1,1
NDH18G31580.1,NDH16G13670.1,1
NDH03G02160.1,NDH13G54580.1,1
NDH17G12490.1,NDH10G04610.1,1
NDH09G36480.1,NDH05G35570.1,1
NDH18G14350.1,NDH12G07020.1,1
NDH15G38871.1,NDH20G06790.1,1
NDH01G23510.1,NDH20G01050.1,1
NDH07G15880.1,NDH04G04590.2,1
NDH19G43260.1,NDH01G20990.1,1
NDH13G25490.1,NDH12G37200.1,1
NDH05G39540.1,NDH18G19800.1,1
NDH17G26450.1,NDH20G40570.1,1
NDH13G04550.1,NDH08G22980.1,1
NDH16G27860.1,NDH16G38870.1,1
NDH08G20160.1,NDH13G41210.1,1
NDH13G49470.1,NDH02G20650.2,1
NDH11G22240.1,NDH08G11670.1,1
NDH03G00470.1,NDH05G07500.7,1
NDH20G09440.1,NDH17G04330.1,1
NDH07G24280.1,NDH04G00670.3,1
NDH20G38110.1,NDH18G02240.4,1
NDH16G28700.2,NDH13G19340.1,1
NDH01G00940.1,NDH02G06920.1,1
NDH05G04720.1,NDH18G10880.1,1
NDH04G00230.1,NDH14G12430.1,1
NDH06G12750.1,NDH14G12430.1,1
NDH06G22320.1,NDH13G16890.1,1
NDH17G27570.1,NDH20G06310.1,1
NDH07G05100.1,NDH18G10920.1,1
NDH20G28410.1,NDH06G01020.1,1
NDH14G05330.1,NDH07G08650.1,1
NDH14G36891.1,NDH04G26480.2,1
NDH18G14350.1,NDH16G08541.1,1
NDH12G15320.1,NDH16G18000.1,1
NDH19G04920.3,NDH05G38950.1,1
NDH15G07640.4,NDH03G16030.1,1
NDH19G00780.1,NDH12G27000.1,1
NDH10G04610.1,NDH14G04910.4,1
NDH19G37390.1,NDH16G36420.1,1
NDH14G12430.1,NDH05G39540.1,1
NDH20G41190.1,NDH20G14610.2,1
NDH03G47390.1,NDH13G50170.1,1
NDH07G08340.2,NDH13G34240.3,1
NDH10G05290.1,NDH07G20500.1,1
NDH17G22330.1,NDH04G06230.1,1
NDH19G00780.1,NDH19G36150.1,1
NDH05G00200.1,NDH07G05560.1,1
NDH03G09980.1,NDH16G19020.1,1
Contig1G01280.1,NDH07G27760.1,1
NDH05G39540.1,NDH04G06230.1,1
NDH08G13080.1,NDH08G10670.1,1
NDH17G11560.1,NDH11G30370.1,1
NDH13G18131.1,NDH13G11840.1,1
NDH06G16250.1,NDH06G21290.1,1
NDH19G37400.1,NDH10G01540.1,1
NDH09G08500.5,NDH16G13330.1,1
NDH19G35440.2,NDH03G46300.1,1
NDH18G19140.2,NDH08G06870.2,1
NDH02G09340.1,NDH13G20090.1,1
NDH09G28660.1,NDH19G42610.2,1
NDH18G32240.2,NDH20G40570.1,1
NDH15G21720.1,NDH06G01000.4,1
NDH13G53620.1,NDH06G01530.3,1
NDH14G05330.1,NDH03G02710.1,1
NDH18G24830.1,NDH13G20940.1,1
NDH10G30320.1,NDH06G35000.1,1
NDH06G37730.1,NDH09G23440.1,1
NDH06G01020.1,NDH14G03920.1,1
NDH10G01560.1,NDH18G24070.1,1
NDH20G38110.1,NDH14G07420.2,1
NDH13G16850.1,NDH01G31570.3,1
NDH19G38890.1,NDH05G30820.1,1
NDH07G08340.1,NDH17G18840.1,1
NDH10G05290.1,NDH09G25740.1,1
NDH05G02960.1,NDH06G13970.2,1
NDH13G18380.1,NDH10G00830.1,1
NDH13G34260.1,NDH06G01530.3,1
NDH19G44220.1,NDH12G00760.2,1
NDH19G29573.1,NDH05G39940.1,1
NDH10G28610.3,NDH15G22870.1,1
NDH08G20140.1,NDH20G01670.1,1
NDH08G16190.1,NDH06G33810.1,1
NDH20G01050.1,NDH18G13790.1,1
NDH09G08500.1,NDH04G05540.1,1
NDH13G25490.1,NDH06G01460.1,1
NDH13G25490.1,NDH16G31630.1,1
NDH18G14350.1,NDH03G00490.1,1
NDH09G08500.1,NDH05G04530.1,1
NDH16G06040.1,NDH03G45200.1,1
NDH20G01340.1,NDH18G10860.1,1
NDH10G29460.1,NDH20G02940.1,1
NDH08G13100.1,NDH10G07250.1,1
NDH04G30630.2,NDH10G13990.3,1
NDH02G24650.1,NDH16G14030.4,1
NDH16G32960.1,NDH05G03100.1,1
NDH03G00780.1,NDH16G13370.1,1
NDH13G08980.1,NDH03G39640.1,1
NDH20G31530.1,NDH17G05460.1,1
NDH14G01520.1,NDH13G34160.2,1
NDH20G01220.1,NDH02G00250.1,1
NDH16G06180.1,NDH10G30320.1,1
NDH10G07180.1,NDH20G38030.1,1
NDH13G00870.1,NDH11G22000.2,1
NDH08G20140.1,NDH02G28090.1,1
NDH19G38890.1,NDH03G02130.1,1
NDH17G27820.1,NDH03G33970.2,1
NDH18G34530.1,NDH13G01710.2,1
Contig1G01280.1,NDH12G07740.2,1
NDH15G01640.1,NDH17G26980.2,1
NDH09G34430.1,NDH04G29380.1,1
NDH04G05450.1,NDH15G09490.1,1
NDH01G26960.1,NDH06G07310.1,1
NDH17G35350.1,NDH15G23030.1,1
NDH12G37210.1,NDH18G04440.1,1
NDH19G37400.1,NDH01G12020.1,1
NDH10G30320.1,NDH16G28900.1,1
NDH15G26440.1,NDH06G28840.1,1
Contig1G01280.1,NDH11G03400.1,1
NDH19G22320.1,NDH06G01000.4,1
NDH17G35070.1,NDH06G02590.1,1
NDH13G42340.2,NDH06G01000.3,1
NDH10G28810.1,NDH20G38110.1,1
NDH12G13800.1,NDH05G28150.1,1
NDH15G22420.1,NDH10G02470.1,1
NDH19G37400.1,NDH13G02380.1,1
NDH08G00990.1,NDH20G25800.2,1
NDH07G12400.1,NDH08G30820.1,1
NDH13G24600.1,NDH05G01130.1,1
NDH13G20750.1,NDH18G16020.1,1
NDH16G36420.1,NDH09G10720.1,1
NDH19G34850.1,NDH05G16760.1,1
NDH19G09601.1,NDH08G20110.1,1
